bundle_asset_id,bundle_id_section,bundle_image_url
B_dc40d3291f94,2,https://static.zara.net/assets/public/04f0/181b/8d714f35a9ff/a7d1a44657d6/T9899565528-p/T9899565528-p.jpg?ts=1764580554612
B_6c533bf40bd7,1,https://static.zara.net/assets/public/6658/e6fe/261c4af69da2/f3f96834a4f0/02731264800-p/02731264800-p.jpg?ts=1755076017439
B_809cc4a11463,3,https://static.zara.net/assets/public/d3ef/7b22/9ca6485d8499/0c0c28be7c9d/00088708600-p/00088708600-p.jpg?ts=1767962203885
B_330da40d12ce,2,https://static.zara.net/assets/public/5988/d061/010e474aa85c/4b3b7a7d2541/03991302422-p/03991302422-p.jpg?ts=1757070967333
B_e737136fc81c,1,https://static.zara.net/assets/public/9c0a/27cc/79c34a17bca3/820d39a47432/00858815250-000-p/00858815250-000-p.jpg?ts=1754653002164
B_417f30970ebe,2,https://static.zara.net/assets/public/327c/51af/c32148fa8d14/d19c1a344756/T9937882972-p/T9937882972-p.jpg?ts=1758802486672
B_8117dc04236a,1,https://static.zara.net/assets/public/1de4/7c6f/16f149ce9efa/0d1d9c4cab49/T9586577944-p/T9586577944-p.jpg?ts=1760378685732
B_06e681a75a40,1,https://static.zara.net/assets/public/23d3/cafc/20084cadb9c5/f9e6f9dee8e3/03199303626-p/03199303626-p.jpg?ts=1767774290202
B_af716e9877f2,2,https://static.zara.net/assets/public/2479/683d/2e234974835d/cad70db0bdb2/00706662717-1-p/00706662717-1-p.jpg?ts=1754306960613
B_0ebbaebcd939,1,https://static.zara.net/assets/public/0cd0/702f/e649499ea1b8/121bbad0a3a6/04772814049-p/04772814049-p.jpg?ts=1762272004127
B_8fc3b8d4d0cb,1,https://static.zara.net/assets/public/5f07/c2c8/fd3f4136b1e6/179a88c22995/09824935707-p/09824935707-p.jpg?ts=1763646274305
B_755e36ee65a1,2,https://static.zara.net/assets/public/10b7/db49/10de42139757/ab4aa3381323/5952551707-510-p/5952551707-510-p.jpg?ts=1758622234502
B_8032cd2abb14,2,https://static.zara.net/assets/public/b332/3556/f8e446539384/d1e2b9f501c8/T9347427461-p/T9347427461-p.jpg?ts=1758010463732
B_9c1ea0893419,3,https://static.zara.net/assets/public/54d0/5994/51fc4d94a79f/e8244a25a8b2/T9583131362-p/T9583131362-p.jpg?ts=1761845005814
B_2a7ca2b38edc,1,https://static.zara.net/assets/public/5561/83e0/1f0544c3bea7/5d11ad390f4f/06318234700-p/06318234700-p.jpg?ts=1760583444566
B_1da97c8b9598,1,https://static.zara.net/assets/public/b767/4bc1/ac5f4068ac32/bcf1c2bb80e2/T9644591791-p/T9644591791-p.jpg?ts=1763998330528
B_0de7575279c8,1,https://static.zara.net/assets/public/5219/a067/aee749e2b7a5/c7726c69051a/04174673742-p/04174673742-p.jpg?ts=1760097682686
B_06b14da46b4a,2,https://static.zara.net/assets/public/5da2/df6a/2b054ae7a629/8207485cefb8/T9449274237-p/T9449274237-p.jpg?ts=1764941589215
B_f544c07fe1c8,1,https://static.zara.net/assets/public/b9d0/ec12/71344f04bd31/45ea6a7e991c/T9927459432-p/T9927459432-p.jpg?ts=1762465323988
B_3c2978328d7e,2,https://static.zara.net/assets/public/fdef/25b3/3b554ac98e7b/aa04ab0ce288/T9733150963-p/T9733150963-p.jpg?ts=1764673932288
B_f84373ad32bb,1,https://static.zara.net/assets/public/715d/d96d/a5444dc38e1b/93aaf15e7b29/05755129401-p/05755129401-p.jpg?ts=1756224480961
B_04e522f11735,3,https://static.zara.net/assets/public/6d48/bb49/6c1d46d3b95e/b54b5cb75b60/08073772711-p/08073772711-p.jpg?ts=1763641839823
B_67041c51d6a1,2,https://static.zara.net/assets/public/973e/460b/2df4461e8ff5/594015c193e0/02632307552-p/02632307552-p.jpg?ts=1761060562276
B_beecef4b136a,3,https://static.zara.net/assets/public/0e17/135e/2f404a6d9558/e977959aef68/T9469005733-p/T9469005733-p.jpg?ts=1752236956845
B_7497608c91bd,1,https://static.zara.net/assets/public/c212/bf9e/cf184c23bc32/f7a9255e3a06/08366846400-p/08366846400-p.jpg?ts=1753438554463
B_98db87b4f80f,3,https://static.zara.net/assets/public/649e/9aa0/4a0e44c9bf13/ba2ed36d6008/T9709091564-p/T9709091564-p.jpg?ts=1760456062187
B_0b2882b47209,3,https://static.zara.net/assets/public/b970/c445/4fd04d5e843a/323d300f3a28/T9268091538-p/T9268091538-p.jpg?ts=1764676225403
B_dee5b58f1ddb,1,https://static.zara.net/assets/public/5394/dc4e/0c2b41eaa7cd/c7c4bfbbdd6e/03046073401-p/03046073401-p.jpg?ts=1766394733404
B_040eb781835a,3,https://static.zara.net/assets/public/36ad/daf8/99c842908378/a2c106bddfdb/06224790330-p/06224790330-p.jpg?ts=1760673286466
B_6467fb84e676,1,https://static.zara.net/assets/public/2553/5c52/a08d4af7a185/84a33eaf3ace/01500509613-p/01500509613-p.jpg?ts=1757581028979
B_9bc98dab59f3,3,https://static.zara.net/assets/public/e504/c0e0/dd924d39bea4/e02bc42fdc8a/03183509700400-a1/03183509700400-a1.jpg?ts=1760947612884
B_2a3e474e645e,2,https://static.zara.net/assets/public/9821/f619/5cc64ba99258/6960324c4552/04651350800-p/04651350800-p.jpg?ts=1753719468148
B_dcb52b3354b9,3,https://static.zara.net/assets/public/6aed/32b5/e9cc4e99b948/877d3b8af33f/T9325429154-p/T9325429154-p.jpg?ts=1758817055764
B_8501b000a8b8,1,https://static.zara.net/assets/public/8036/3c71/a8944b788917/dbaa1c703e97/05919563613-p/05919563613-p.jpg?ts=1762853584817
B_6b164067f152,2,https://static.zara.net/assets/public/04af/75f3/0e6d43e6ae84/d662b17d0d8e/T9652409002-p/T9652409002-p.jpg?ts=1759338283469
B_d26f00c3b2a1,2,https://static.zara.net/assets/public/8190/ddff/7ad6489599c9/34d3e5b732e5/T9252546732-p/T9252546732-p.jpg?ts=1758806940314
B_7369afcb9851,2,https://static.zara.net/assets/public/3e7d/7a0c/89de44e98b58/90c49c214e64/T9762424081-p/T9762424081-p.jpg?ts=1760424368859
B_95a4955ea55e,2,https://static.zara.net/assets/public/8f18/010b/b8904455b629/de7a417f29a1/T9206755522-p/T9206755522-p.jpg?ts=1758012448793
B_b2abdf26bde7,2,https://static.zara.net/assets/public/26e0/3a59/04c94b42b77a/d8885efb3ecd/T9983152320-p/T9983152320-p.jpg?ts=1761650214385
B_1a1a14461003,2,https://static.zara.net/assets/public/9624/cea1/35dd47bdbf94/be9ab500256a/T9645794036-p/T9645794036-p.jpg?ts=1754296790507
B_2e8218ff4250,2,https://static.zara.net/assets/public/0935/754a/92d344529e6d/9fbf204e4597/T9328329924-p/T9328329924-p.jpg?ts=1753341054262
B_e0429aacc8b3,1,https://static.zara.net/assets/public/362c/f59d/bd834ac0a5ba/cfa28233b8f6/07522261401-p/07522261401-p.jpg?ts=1759928394317
B_1f641ac47f9d,2,https://static.zara.net/assets/public/8da8/0a9a/886d4e99a645/7c92b7c4eb79/02893361798-p/02893361798-p.jpg?ts=1761060856635
B_7056d64e3385,2,https://static.zara.net/assets/public/1f8f/f2e6/544141b89e01/8f1ff0a1958c/T9234672812-p/T9234672812-p.jpg?ts=1757064622272
B_0fce07a5df23,1,https://static.zara.net/assets/public/affa/4e8d/6a5247d1a42c/9683b9572138/04786632800-p/04786632800-p.jpg?ts=1763120081773
B_19a4f4d9391f,3,https://static.zara.net/assets/public/753e/4c14/b6cb4cf79e4f/652001987fb5/T9473715226-p/T9473715226-p.jpg?ts=1753719536339
B_d63de604b194,2,https://static.zara.net/assets/public/0e23/dd87/b406481db2aa/8e28bd10bc84/M9657061218-p/M9657061218-p.jpg?ts=1754042706858
B_704b9659fcbc,2,https://static.zara.net/assets/public/2c81/0daf/dbc64083a8e5/eef98b4e725f/T9608312292-p/T9608312292-p.jpg?ts=1760346373771
B_02165fc7894f,1,https://static.zara.net/assets/public/25f0/4f06/f1e240509790/675bdd7cd095/T9479550298-p/T9479550298-p.jpg?ts=1762865496313
B_773d8951ce24,2,https://static.zara.net/assets/public/f4aa/9c84/e9054b7caf2f/aaabcaefc01a/04302313422-p/04302313422-p.jpg?ts=1758014691901
B_dad36d47facf,3,https://static.zara.net/assets/public/94f3/7ce0/66424427adfe/a744a3ca2f6d/05059752030-p/05059752030-p.jpg?ts=1764255659487
B_fa9edaaec3e2,3,https://static.zara.net/assets/public/6bd1/a0b9/1a17452d9083/a98e95a38e49/06822088706-p/06822088706-p.jpg?ts=1761917958553
B_da16ffa2b7bc,2,https://static.zara.net/assets/public/f9c0/775d/d8a340b69178/626dbef2d959/T9926952052-p/T9926952052-p.jpg?ts=1757519709152
B_a3f55919880f,2,https://static.zara.net/assets/public/2317/0ca7/fb4449718b72/2ed05684eae8/T9509919188-p/T9509919188-p.jpg?ts=1755613674631
B_21c56ca16d29,2,https://static.zara.net/assets/public/c60d/2148/c7404960b3eb/fd2e83800c15/T9857644619-p/T9857644619-p.jpg?ts=1757512212735
B_8c329f6f04a0,2,https://static.zara.net/assets/public/d665/0641/eab64ddcac00/54a7fb7655c8/08574327711-p/08574327711-p.jpg?ts=1754564141446
B_249869f6d18e,1,https://static.zara.net/assets/public/71c7/336e/05d34c5fbe4c/a55c104d4f45/T9617075783-p/T9617075783-p.jpg?ts=1758209084627
B_394fda4d773b,3,https://static.zara.net/assets/public/9aec/8f6b/6ff44a1a84ae/7a02266adeb5/08614706407-p/08614706407-p.jpg?ts=1758169981072
B_99c12f2759ef,2,https://static.zara.net/assets/public/8a8b/498f/6e0d484cbe56/6f41e007064f/04729309800-p/04729309800-p.jpg?ts=1757516540424
B_1a6f1cceca64,2,https://static.zara.net/assets/public/9745/61d9/bbc34c1f83c2/9184277ab35f/T9320886754-p/T9320886754-p.jpg?ts=1759337495842
B_697c861c5a8a,1,https://static.zara.net/assets/public/91ff/f8a5/2b924d97989a/70e9b32a28cd/00264824401-p/00264824401-p.jpg?ts=1763975993784
B_33248cb1d265,3,https://static.zara.net/assets/public/f627/ca78/2cdb4f3cb679/a2896924d39e/05854768732-p/05854768732-p.jpg?ts=1755075574444
B_f0805541a5c7,2,https://static.zara.net/assets/public/7c63/b6e5/c80645c8995d/f16f76911a2e/T9285238106-p/T9285238106-p.jpg?ts=1764331141999
B_17e8b24f65d5,2,https://static.zara.net/assets/public/5948/577b/198141a180c9/71980b894e4b/T9483128008-p/T9483128008-p.jpg?ts=1758104411121
B_2f892a545897,2,https://static.zara.net/assets/public/05cf/cd51/ae18435d8fa9/0cfb8dddf4cb/05585393737-p/05585393737-p.jpg?ts=1758014860172
B_136bb8cd91d8,1,https://static.zara.net/assets/public/4900/84d3/6f8d48168e8b/68c51df8de95/11029610131-p/11029610131-p.jpg?ts=1763984057953
B_7b7a36465df0,2,https://static.zara.net/assets/public/d0c2/5490/7b994db1a0d5/56b4b56dae8a/T9008765964-p/T9008765964-p.jpg?ts=1766135670328
B_ee22586fca04,2,https://static.zara.net/assets/public/50e2/535a/a2fa43d5ab7a/eb45a0f3e944/T9679770233-p/T9679770233-p.jpg?ts=1761824127452
B_a34586089b89,1,https://static.zara.net/assets/public/78dc/763d/018a439a9caa/549fd5263739/03656710061-p/03656710061-p.jpg?ts=1749552284237
B_52a1cbeaa6f7,2,https://static.zara.net/assets/public/dce5/73e5/1caf486fa575/8edafb2eded1/T9959730128-p/T9959730128-p.jpg?ts=1753781300529
B_ad0942fdf8ba,1,https://static.zara.net/assets/public/66ed/301c/c17d4414b940/231a77808589/06771109700-p/06771109700-p.jpg?ts=1755709092403
B_7471a6400107,1,https://static.zara.net/assets/public/312f/87ad/828945b8a103/7336526f3df6/03644198730-p/03644198730-p.jpg?ts=1760457473393
B_4753c7ae7cca,3,https://static.zara.net/assets/public/ee68/7bc2/5b1440ae8b50/2c4f1de4b10d/05992770800-p/05992770800-p.jpg?ts=1764154104830
B_ece98d8cd0d1,1,https://static.zara.net/assets/public/a687/1833/f1e042589b5d/451074dd39fe/T9721123192-p/T9721123192-p.jpg?ts=1758209137042
B_668f9015edd3,1,https://static.zara.net/assets/public/4e95/217a/35134a1f9c06/8d9164d936ec/05691100070-p/05691100070-p.jpg?ts=1749552205337
B_1a026a72ab41,2,https://static.zara.net/assets/public/d688/777c/3ed14077b348/a244246f84f9/T9025060924-p/T9025060924-p.jpg?ts=1764584395808
B_141d0e5a5882,2,https://static.zara.net/assets/public/b760/c6b8/9fc44b00bcdc/d215a07943c1/04388304601-p/04388304601-p.jpg?ts=1763652885914
B_6ca8a48dcee5,2,https://static.zara.net/assets/public/d60c/6610/7cf144fbb98a/7cc1fe05bc9a/T9900594316-p/T9900594316-p.jpg?ts=1752152076072
B_e0bd5eb9d175,2,https://static.zara.net/assets/public/fa95/8540/eeae4a4ba17a/303e7e35aad8/09942325427-200-p/09942325427-200-p.jpg?ts=1754918986966
B_cf6e37b678a0,1,https://static.zara.net/assets/public/43c7/2810/f78749bbac1e/3ad351bebe28/09146988800-p/09146988800-p.jpg?ts=1763069077621
B_4b39de4f0833,1,https://static.zara.net/assets/public/d9c5/f7a6/4f9a42419613/92f73b67ba20/T9702917181-p/T9702917181-p.jpg?ts=1759767987626
B_b414e1ccf9a0,2,https://static.zara.net/assets/public/7282/9d80/36454015b14d/b9841b7eceac/05862573700-p/05862573700-p.jpg?ts=1768393598554
B_ff6b2e80b703,1,https://static.zara.net/assets/public/25f6/5001/68a54a66b714/a85d5b6c267e/01223660700-p/01223660700-p.jpg?ts=1762165153909
B_1ef4fbec5be8,1,https://static.zara.net/assets/public/4970/c060/ca6247079772/2fd46dc39954/08417803803-p/08417803803-p.jpg?ts=1763483679255
B_7597058d2a8f,1,https://static.zara.net/assets/public/8b8b/2df9/553347b79adb/41edafa39220/02298453700-p/02298453700-p.jpg?ts=1752656905933
B_95e42da6108e,2,https://static.zara.net/assets/public/4e15/5174/a6b24c3f870f/5a98c32403b8/T9771159387-p/T9771159387-p.jpg?ts=1764584813789
B_6b134cb21a8f,1,https://static.zara.net/assets/public/6825/57fd/2e634c56bf59/08a372b3dacd/16092610709-p/16092610709-p.jpg?ts=1764503781429
B_6d9440996359,1,https://static.zara.net/assets/public/a44d/9656/78f44afaba8e/8bca70e88089/05968301700-p/05968301700-p.jpg?ts=1758707009406
B_73c539604b0c,2,https://static.zara.net/assets/public/7b19/729c/2a5f4f12ad1b/cdb046358e52/03332300401-p/03332300401-p.jpg?ts=1763276212720
B_8b66a8d61020,2,https://static.zara.net/assets/public/f56d/fb14/9e8c4c9b9b9c/e3242c835c27/T9423513117-p/T9423513117-p.jpg?ts=1760346428427
B_df80908f2e9d,3,https://static.zara.net/assets/public/4d35/be31/a5444a65bad7/52729223ab2a/05767629800200-p/05767629800200-p.jpg?ts=1762174705171
B_d377f66bcfc3,1,https://static.zara.net/assets/public/9a72/d375/bc854c97a6d7/6eb0b0ec9e24/03679785434-p/03679785434-p.jpg?ts=1749739050119
B_c97313c66ab2,3,https://static.zara.net/assets/public/c243/acd7/aefb4128b6be/21857f52fb50/05431572086-p/05431572086-p.jpg?ts=1756389274364
B_20d4948e1f80,2,https://static.zara.net/assets/public/6633/8791/82d947e4b84c/4ea1f130fdae/T9582091861-p/T9582091861-p.jpg?ts=1759338567418
B_075619ff16e6,1,https://static.zara.net/assets/public/bc24/0aee/dbd240ba8c6d/6873d5ace5aa/02969241832-p/02969241832-p.jpg?ts=1765292946035
B_8964ad342c41,2,https://static.zara.net/assets/public/e29e/7494/a0014edaab90/7cd2f3b37a16/T9874578020-p/T9874578020-p.jpg?ts=1764580269661
B_aa8b022e1bcf,1,https://static.zara.net/assets/public/9d7b/ab7b/3e964311b818/3bd95f880d2a/T0303944900-p/T0303944900-p.jpg?ts=1760626311960
B_22d726845210,2,https://static.zara.net/assets/public/56ea/0bc6/8688479ea48f/d6b817f57748/T9396712204-p/T9396712204-p.jpg?ts=1751527296959
B_ee9091f24d1c,2,https://static.zara.net/assets/public/6ba4/65e6/781847819e4c/6b40d108f03f/T9047919679-p/T9047919679-p.jpg?ts=1754918597349
B_6cadd14e9515,1,https://static.zara.net/assets/public/5b98/8c09/550f48969e08/f18e4fdb403a/08361945800-001-p/08361945800-001-p.jpg?ts=1752049260674
B_7793c9fa236b,2,https://static.zara.net/assets/public/9cb1/ac83/60d541b98900/b20583294fac/T9159163956-p/T9159163956-p.jpg?ts=1757068144231
B_f9202b970e2d,2,https://static.zara.net/assets/public/12d4/abd0/9b7d4321a4a5/6b2f6ab7be04/T9772324332-p/T9772324332-p.jpg?ts=1759145432248
B_90602cebb82c,2,https://static.zara.net/assets/public/2fa8/16d7/761b4311a229/f4eded02986e/T9160011752-p/T9160011752-p.jpg?ts=1759145431953
B_e5b671feb62f,2,https://static.zara.net/assets/public/aca6/4cd1/493c4cc9a5d9/60c0bfb8a786/00761371807-p/00761371807-p.jpg?ts=1751365390087
B_400a9c4b97da,2,https://static.zara.net/assets/public/6307/02be/3cb4443aae25/4f6f49b6ed2a/05618038615-010-p/05618038615-010-p.jpg?ts=1749650193263
B_670692433455,1,https://static.zara.net/assets/public/34b9/e00d/6bee4a21b250/c7940f6400dd/T9013322653-p/T9013322653-p.jpg?ts=1764609836778
B_a8223f786dbb,2,https://static.zara.net/assets/public/2f32/edb1/56bf420ca7d1/71c35df58742/06760542707-p/06760542707-p.jpg?ts=1761061113076
B_4b5e8191d08a,2,https://static.zara.net/assets/public/3439/e001/d6fd456c9559/1d734ca095a2/T9303813302-p/T9303813302-p.jpg?ts=1754303886044
B_54f615395443,1,https://static.zara.net/assets/public/da26/a059/7be6498eaa38/0b4b0ef510a7/T9032562432-p/T9032562432-p.jpg?ts=1756202886443
B_0641461b0939,3,https://static.zara.net/assets/public/84f9/5ee7/c9cc4be48d2e/8cae6d995a8a/T9590334693-p/T9590334693-p.jpg?ts=1760458211284
B_1245b2e90325,3,https://static.zara.net/assets/public/02e8/7442/1a0d45118ea9/750ddfb28901/01880661710-a1/01880661710-a1.jpg?ts=1759140449218
B_5ccb19066e7b,2,https://static.zara.net/assets/public/1765/2a6e/a44d48d19466/4b424b5cf6b0/T9081938589-p/T9081938589-p.jpg?ts=1761232316501
B_424dd973c96f,1,https://static.zara.net/assets/public/5f90/fc1c/c4ce482a96ea/ccc125b3e075/08486505630-p/08486505630-p.jpg?ts=1752594785457
B_130cef2cd226,3,https://static.zara.net/assets/public/a023/9cc4/25a4427080b3/0154d7b512ab/00039951514-p/00039951514-p.jpg?ts=1755508377220
B_bfc0cd62027c,1,https://static.zara.net/assets/public/c877/57a0/3edd43c6b41b/dbe2711651d8/03641334800-p/03641334800-p.jpg?ts=1742468953343
B_ae31e28c3d2a,1,https://static.zara.net/assets/public/1cfe/fd09/125e4c60ac7e/bef4ef5f8461/03644119250-p/03644119250-p.jpg?ts=1752677315688
B_3fb2a3083ab7,2,https://static.zara.net/assets/public/bf17/ae80/20724de6827b/e6ecaa95efab/T9507276845-p/T9507276845-p.jpg?ts=1759153239445
B_c982dfba95f5,3,https://static.zara.net/assets/public/ebab/35e7/ba8e455c8dc1/60f1622ab83c/00962602898-p/00962602898-p.jpg?ts=1764081900897
B_a328438dbd55,2,https://static.zara.net/assets/public/cfe0/a0cc/7a8a4c51b4a8/ac56ecc5de53/T9673466742-p/T9673466742-p.jpg?ts=1757431538059
B_a706f4001fcc,1,https://static.zara.net/assets/public/50aa/8997/8fe04a38a97a/3788fa2dba6b/04192153730-p/04192153730-p.jpg?ts=1754277774562
B_f0d157282a72,2,https://static.zara.net/assets/public/b6eb/269f/c3b4448aa2bb/0aea45586a09/T9219833337-p/T9219833337-p.jpg?ts=1759145431895
B_b0d29c619490,1,https://static.zara.net/assets/public/6137/7541/54344a05bb82/f667fb5dce01/05755022706-p/05755022706-p.jpg?ts=1764672988832
B_572fab5c0280,2,https://static.zara.net/assets/public/47c0/53a4/38b6476bace0/8a2db1df455a/T9989269346-p/T9989269346-p.jpg?ts=1753779021901
B_eb85930ec84c,1,https://static.zara.net/assets/public/3be2/dd03/7f7d4f70aa2f/c0c73620678b/01856299881-p/01856299881-p.jpg?ts=1760954651153
B_865caab3cf13,2,https://static.zara.net/assets/public/185c/15c1/66e64257a79b/4e7ba6dbe98c/M9376206133-p/M9376206133-p.jpg?ts=1760953885782
B_e8495397e7ae,1,https://static.zara.net/assets/public/10a9/2bbd/19b5426f975d/e8b09c949342/01368032800-p/01368032800-p.jpg?ts=1764672837412
B_0108b0b85849,1,https://static.zara.net/assets/public/8d3f/cfd0/2ece4ffa892f/1d1b0b861abb/03666152443-000-p/03666152443-000-p.jpg?ts=1756154637086
