bundle_asset_id,product_asset_id,product_image_url,product_description,bundle_image_url
B_9a0a1ac1bd34,I_e80c8de29061,https://static.zara.net/assets/public/6657/fca3/28c54723a7d3/825cf1313627/13335610800-e1/13335610800-e1.jpg?ts=1761290004567,SANDAL,https://static.zara.net/assets/public/415a/cbbc/fdaa410a96a9/94abec4c4003/04831244800-p/04831244800-p.jpg?ts=1764159506888
B_6012abdc106b,I_c591e2fdace4,https://static.zara.net/assets/public/9ada/d9ae/30774079b377/36eb41fa28c4/03992349400-e1/03992349400-e1.jpg?ts=1758629453710,SOCKS,https://static.zara.net/assets/public/c1ad/e762/921445e7bf5c/cffdf44f6d32/T9258197166-p/T9258197166-p.jpg?ts=1758802910481
B_85f88b51de0e,I_d484229f7d79,https://static.zara.net/assets/public/c462/99ce/f3a8415fb5e0/50360835e24c/12546510800-e1/12546510800-e1.jpg?ts=1758551409631,FLAT SHOES,https://static.zara.net/assets/public/7e04/13ed/e4dd4c87af07/7aee6d115fd3/03199630706-a1/03199630706-a1.jpg?ts=1756460573021
B_4754acb63b07,I_7e26ab6f0928,https://static.zara.net/assets/public/0854/f242/b47a457d8f1d/d8ec1366be34/04028340251-000-e1/04028340251-000-e1.jpg?ts=1764580837573,SHIRT,https://static.zara.net/assets/public/b391/0f2f/1daf4067b5c7/f27f9ea72f38/04028340251-p/04028340251-p.jpg?ts=1764320545172
B_e534fb796547,I_d4bf00b44bee,https://static.zara.net/assets/public/3dfa/ce55/8bba48389fee/7b7e5923df4d/09967221500-e1/09967221500-e1.jpg?ts=1761299742801,SHAWL/FOULARD,https://static.zara.net/assets/public/41b2/086b/6ca3479aa832/c9a6e3c7c468/04088246515-p/04088246515-p.jpg?ts=1762136274474
B_ce96ab8bdbd9,I_9bfb98317faf,https://static.zara.net/assets/public/3e64/ca22/53d8497d911f/57462d81f4c6/01255782753-e1/01255782753-e1.jpg?ts=1760609096146,BLAZER,https://static.zara.net/assets/public/f971/29b0/0b2847ee8281/d28703fec91c/01255528753-p/01255528753-p.jpg?ts=1760629295787
B_749dabdffcc2,I_15bb08ede36f,https://static.zara.net/assets/public/a2b5/ddff/700a4189ad03/6b49603cbd22/11102510032-e1/11102510032-e1.jpg?ts=1757949526609,FLAT ANKLE BOOT,https://static.zara.net/assets/public/0370/ae11/b4334939bf56/0bd9d5ccca8c/08834170505-p/08834170505-p.jpg?ts=1757585038329
B_fdde3559e985,I_d509014ef345,https://static.zara.net/assets/public/ccb2/bd11/f6bc4a359a7c/d00ce5b44060/01443830730-e1/01443830730-e1.jpg?ts=1756982029210,T-SHIRT,https://static.zara.net/assets/public/52cf/bbbe/55704344a8b0/fe66fdd0656c/T9440678245-p/T9440678245-p.jpg?ts=1758208116650
B_e7c2dfadcf4b,I_6f93c289ef4e,https://static.zara.net/assets/public/1225/4cdf/8a2645e8a179/3552f48299f9/02496302250-e1/02496302250-e1.jpg?ts=1759242329176,SOCKS,https://static.zara.net/assets/public/4f85/cbdd/0e5e44bab2f0/b93e506c0754/T9243915590-p/T9243915590-p.jpg?ts=1754377771454
B_6add50c93a36,I_6f93c289ef4e,https://static.zara.net/assets/public/1225/4cdf/8a2645e8a179/3552f48299f9/02496302250-e1/02496302250-e1.jpg?ts=1759242329176,SOCKS,https://static.zara.net/assets/public/8e61/7eaa/4fc942ca9f1f/13c4a5eaa313/T9225179190-p/T9225179190-p.jpg?ts=1762791942135
B_449ec8a165a0,I_c3b783634585,https://static.zara.net/assets/public/a846/048a/b3934d8f829d/4ba4b098d70f/03322047716-e1/03322047716-e1.jpg?ts=1763376081057,COAT,https://static.zara.net/assets/public/21fd/3041/3769466684a3/f3c8fd7306b8/T9063319904-p/T9063319904-p.jpg?ts=1763025794162
B_60347ba7e94c,I_0c177d6fd3f9,https://static.zara.net/assets/public/5eda/a4f8/4b2e431eb5c5/dfd681ed2a15/09621135706-e1/09621135706-e1.jpg?ts=1754917214421,BLAZER,https://static.zara.net/assets/public/47b2/c7b1/b89d476c808f/761473cd6889/T9601483137-p/T9601483137-p.jpg?ts=1754492381847
B_5b7e44130a06,I_c56c917e1853,https://static.zara.net/assets/public/d3d5/6c95/efbe40f4be0b/24db22c29ac5/14500610700-e1/14500610700-e1.jpg?ts=1765819803463,FLAT SHOES,https://static.zara.net/assets/public/dd79/2629/64a043fda59d/ad5e5552d5af/T9351520382-p/T9351520382-p.jpg?ts=1760377379853
B_1be2169d1038,I_70bfa1dc8859,https://static.zara.net/assets/public/2f19/d38a/a12143189107/1140295b91c3/06861501250-e1/06861501250-e1.jpg?ts=1754573111571,TROUSERS,https://static.zara.net/assets/public/6472/9c3f/b9604bf9851f/d0efcb348303/06861500250-p/06861500250-p.jpg?ts=1754649446509
B_7ab5d7f0e523,I_2d15ecffef98,https://static.zara.net/assets/public/4017/917a/ecbb4783a1ba/50a45c1d743b/24850501999-e1/24850501999-e1.jpg?ts=1762792632655,ACCESSORIES,https://static.zara.net/assets/public/88a2/78e7/49fc45e8b1de/7bf6ce647b30/T9037078569-p/T9037078569-p.jpg?ts=1762873242946
B_afdea5aeb3e4,I_468ad7950d4b,https://static.zara.net/assets/public/f47c/27bd/e057437181ac/d24ef192fc9b/01063310403-e1/01063310403-e1.jpg?ts=1740473421151,SHIRT,https://static.zara.net/assets/public/9b62/d4b9/fae944f49142/e5d8d3ffdc32/T9510817830-p/T9510817830-p.jpg?ts=1754486299632
B_4f3ac8b128c7,I_12812038594f,https://static.zara.net/assets/public/d210/acac/bd8a43b4ab70/67160ad987e1/00693300800-e1/00693300800-e1.jpg?ts=1757324917367,SWEATER,https://static.zara.net/assets/public/9786/cdf0/108a4cf0a259/0e54b99906f2/T9558184942-p/T9558184942-p.jpg?ts=1762442293428
B_008135672935,I_70cc1842f1f9,https://static.zara.net/assets/public/2a0d/1e1c/c2d94595879b/9a761f84bada/09942307802-e1/09942307802-e1.jpg?ts=1762165974248,TROUSERS,https://static.zara.net/assets/public/3f23/b8fa/71c543fd936d/520f8ae3fb23/T9663617547-p/T9663617547-p.jpg?ts=1763050077290
B_d38e25645759,I_826870307a43,https://static.zara.net/assets/public/8d52/d6c6/a5cd47ccb5b9/e56fd0fbc692/13349510800-e1/13349510800-e1.jpg?ts=1758611760436,WEDGE,https://static.zara.net/assets/public/3de4/572b/136549c0bc78/041a99853d54/05063825800-p/05063825800-p.jpg?ts=1752663726109
B_e954fa2a1c26,I_dfe3d302726b,https://static.zara.net/assets/public/8f7d/b8ec/9215455b8d12/62d3a1adec86/13703720202-e1/13703720202-e1.jpg?ts=1764002264378,HAND BAG-RUCKSACK,https://static.zara.net/assets/public/14a2/4ae7/5999470d9056/e05a3f21ad5d/T9084752979-p/T9084752979-p.jpg?ts=1764579696920
B_4b1543663440,I_df042b1f9e7d,https://static.zara.net/assets/public/491e/a9be/350141ed8f99/48878a07217f/03564127800-e1/03564127800-e1.jpg?ts=1751359050867,SHIRT,https://static.zara.net/assets/public/cae3/0076/81ad41ab972c/0296c2031742/03564128800-p/03564128800-p.jpg?ts=1751466625396
B_99f08d8aaaa2,I_1d53b0ac1247,https://static.zara.net/assets/public/ae73/68c3/4c694a71865d/c2937d0937c1/02142321555-e1/02142321555-e1.jpg?ts=1760452056526,SOCKS,https://static.zara.net/assets/public/f205/5dca/34f041e6a2f9/5c6df83bb170/M9305941081-p/M9305941081-p.jpg?ts=1760952153223
B_75bfaf24734e,I_8204b9009cb4,https://static.zara.net/assets/public/fd29/e83f/9d9f4de3ad17/ec51ca87375e/01880689400-e1/01880689400-e1.jpg?ts=1766067703624,SWEATER,https://static.zara.net/assets/public/8b25/a476/bddc486b8bca/6776a50686c7/01880661400-p/01880661400-p.jpg?ts=1767962203856
B_dc40d3291f94,I_af1d80c3f3e4,https://static.zara.net/assets/public/96c2/36af/8c0e43638db8/7f56efd2f053/02750320800-e1/02750320800-e1.jpg?ts=1764601592753,GLASSES,https://static.zara.net/assets/public/04f0/181b/8d714f35a9ff/a7d1a44657d6/T9899565528-p/T9899565528-p.jpg?ts=1764580554612
B_6c533bf40bd7,I_fe352cbf03bb,https://static.zara.net/assets/public/e6be/e146/3ee54ac39a73/66fb75d17dd2/02731252800-e1/02731252800-e1.jpg?ts=1755101152299,TROUSERS,https://static.zara.net/assets/public/6658/e6fe/261c4af69da2/f3f96834a4f0/02731264800-p/02731264800-p.jpg?ts=1755076017439
B_809cc4a11463,I_7d1a2fd4f275,https://static.zara.net/assets/public/23e9/8513/003346deae93/9cde3f1b6524/00088708600-e1/00088708600-e1.jpg?ts=1766067741981,TROUSERS,https://static.zara.net/assets/public/d3ef/7b22/9ca6485d8499/0c0c28be7c9d/00088708600-p/00088708600-p.jpg?ts=1767962203885
B_330da40d12ce,I_d3da37a4aca5,https://static.zara.net/assets/public/de17/4198/a31e4612bda8/9349e63b6f4e/03991302422-e1/03991302422-e1.jpg?ts=1756979406476,TROUSERS,https://static.zara.net/assets/public/5988/d061/010e474aa85c/4b3b7a7d2541/03991302422-p/03991302422-p.jpg?ts=1757070967333
B_e737136fc81c,I_d89313b1112e,https://static.zara.net/assets/public/88c0/6eea/15a24031a344/9965ffa3924c/00858815250-e1/00858815250-e1.jpg?ts=1758270972650,T-SHIRT,https://static.zara.net/assets/public/9c0a/27cc/79c34a17bca3/820d39a47432/00858815250-000-p/00858815250-000-p.jpg?ts=1754653002164
B_417f30970ebe,I_ecd41308892a,https://static.zara.net/assets/public/49e4/24c8/0f5449aa9219/9e3a5a15969f/02727301716-e1/02727301716-e1.jpg?ts=1755075101853,GLASSES,https://static.zara.net/assets/public/327c/51af/c32148fa8d14/d19c1a344756/T9937882972-p/T9937882972-p.jpg?ts=1758802486672
B_8117dc04236a,I_899fb71a14d1,https://static.zara.net/assets/public/a1c8/184b/34ac4a209efd/66b6869ac29c/01856617970-e1/01856617970-e1.jpg?ts=1760356098963,IMIT JEWELLER,https://static.zara.net/assets/public/1de4/7c6f/16f149ce9efa/0d1d9c4cab49/T9586577944-p/T9586577944-p.jpg?ts=1760378685732
B_06e681a75a40,I_a9f2b094f3da,https://static.zara.net/assets/public/d945/1f12/436749a585f7/91761eda5e6b/03199303626-e1/03199303626-e1.jpg?ts=1768213167605,SWEATSHIRT,https://static.zara.net/assets/public/23d3/cafc/20084cadb9c5/f9e6f9dee8e3/03199303626-p/03199303626-p.jpg?ts=1767774290202
B_af716e9877f2,I_fddc2065991c,https://static.zara.net/assets/public/9c92/c628/47f24ad8affe/578d5ed289fa/00706663717-e1/00706663717-e1.jpg?ts=1753797403137,SHIRT,https://static.zara.net/assets/public/2479/683d/2e234974835d/cad70db0bdb2/00706662717-1-p/00706662717-1-p.jpg?ts=1754306960613
B_0ebbaebcd939,I_33c8174fa014,https://static.zara.net/assets/public/c111/4d45/b3c644389fd8/1435062f1250/06929242505-e1/06929242505-e1.jpg?ts=1759491117701,TROUSERS,https://static.zara.net/assets/public/0cd0/702f/e649499ea1b8/121bbad0a3a6/04772814049-p/04772814049-p.jpg?ts=1762272004127
B_8fc3b8d4d0cb,I_c48aa9dc86fb,https://static.zara.net/assets/public/58b5/666e/bf384b54bf8c/2f99af398db6/09824935707-e1/09824935707-e1.jpg?ts=1763628614600,TROUSERS,https://static.zara.net/assets/public/5f07/c2c8/fd3f4136b1e6/179a88c22995/09824935707-p/09824935707-p.jpg?ts=1763646274305
B_755e36ee65a1,I_29801c42d8ea,https://static.zara.net/assets/public/8082/574a/0cf149ef8d99/76dffcfae696/12358620800-e1/12358620800-e1.jpg?ts=1753774110430,RUNNING SHOES,https://static.zara.net/assets/public/10b7/db49/10de42139757/ab4aa3381323/5952551707-510-p/5952551707-510-p.jpg?ts=1758622234502
B_8032cd2abb14,I_2bf087f8091d,https://static.zara.net/assets/public/684b/43f2/5e594963b495/7e723102c3d9/04087356800-200-e1/04087356800-200-e1.jpg?ts=1759312583915,TROUSERS,https://static.zara.net/assets/public/b332/3556/f8e446539384/d1e2b9f501c8/T9347427461-p/T9347427461-p.jpg?ts=1758010463732
B_9c1ea0893419,I_3350a579605e,https://static.zara.net/assets/public/881e/bd72/95f24e8a868d/4eceffabef1f/06822088706-e1/06822088706-e1.jpg?ts=1761913638578,BABY JACKET/COAT,https://static.zara.net/assets/public/54d0/5994/51fc4d94a79f/e8244a25a8b2/T9583131362-p/T9583131362-p.jpg?ts=1761845005814
B_2a7ca2b38edc,I_c746f785265b,https://static.zara.net/assets/public/a61c/3581/428b42c2afd7/4282349953a5/08727221430-e1/08727221430-e1.jpg?ts=1759244200931,TROUSERS,https://static.zara.net/assets/public/5561/83e0/1f0544c3bea7/5d11ad390f4f/06318234700-p/06318234700-p.jpg?ts=1760583444566
B_1da97c8b9598,I_93fa83088119,https://static.zara.net/assets/public/e0ef/8839/848042908b2d/3ced68c42592/08073043800-e1/08073043800-e1.jpg?ts=1763480278151,OVERALL,https://static.zara.net/assets/public/b767/4bc1/ac5f4068ac32/bcf1c2bb80e2/T9644591791-p/T9644591791-p.jpg?ts=1763998330528
B_0de7575279c8,I_28e6f16d5b1d,https://static.zara.net/assets/public/b12d/6b06/ddf247bc9fcd/d4e942b366b2/04174673742-e1/04174673742-e1.jpg?ts=1759995802756,TROUSERS,https://static.zara.net/assets/public/5219/a067/aee749e2b7a5/c7726c69051a/04174673742-p/04174673742-p.jpg?ts=1760097682686
B_06b14da46b4a,I_04aa38faefbf,https://static.zara.net/assets/public/a205/c897/23ec4ca984ab/d9d4318d3eab/06170300800-e1/06170300800-e1.jpg?ts=1763027687915,ACCESSORIES,https://static.zara.net/assets/public/5da2/df6a/2b054ae7a629/8207485cefb8/T9449274237-p/T9449274237-p.jpg?ts=1764941589215
B_f544c07fe1c8,I_0ae4e2915a0a,https://static.zara.net/assets/public/dd53/2099/4c6d45b29442/567a44fa80fb/03548903700-e1/03548903700-e1.jpg?ts=1762158134922,TROUSERS,https://static.zara.net/assets/public/b9d0/ec12/71344f04bd31/45ea6a7e991c/T9927459432-p/T9927459432-p.jpg?ts=1762465323988
B_3c2978328d7e,I_159beaf5047d,https://static.zara.net/assets/public/c0eb/baae/d11f42a78706/5f69e1823348/07380656401-e1/07380656401-e1.jpg?ts=1764232343334,TROUSERS,https://static.zara.net/assets/public/fdef/25b3/3b554ac98e7b/aa04ab0ce288/T9733150963-p/T9733150963-p.jpg?ts=1764673932288
B_f84373ad32bb,I_5e37b628fc53,https://static.zara.net/assets/public/6fdf/c07d/aebd4ab7b595/5964ddba99a7/05755128401-e1/05755128401-e1.jpg?ts=1755865835233,TOPS AND OTHERS,https://static.zara.net/assets/public/715d/d96d/a5444dc38e1b/93aaf15e7b29/05755129401-p/05755129401-p.jpg?ts=1756224480961
B_04e522f11735,I_bbd087085224,https://static.zara.net/assets/public/30cf/06a1/206f4831ad6f/14bf2072f8de/03739698500-e1/03739698500-e1.jpg?ts=1762257765954,GLOVES,https://static.zara.net/assets/public/6d48/bb49/6c1d46d3b95e/b54b5cb75b60/08073772711-p/08073772711-p.jpg?ts=1763641839823
B_67041c51d6a1,I_0ebe16efed09,https://static.zara.net/assets/public/64a5/5b2c/b0e64ae8a682/8c233be09c41/02632307552-200-e1/02632307552-200-e1.jpg?ts=1761036700916,SWEATER,https://static.zara.net/assets/public/973e/460b/2df4461e8ff5/594015c193e0/02632307552-p/02632307552-p.jpg?ts=1761060562276
B_beecef4b136a,I_e6d2bc9cf54e,https://static.zara.net/assets/public/d7c3/ece0/f9234fe38e3b/df423e0450e7/06175049250-e1/06175049250-e1.jpg?ts=1751890891493,BERMUDA,https://static.zara.net/assets/public/0e17/135e/2f404a6d9558/e977959aef68/T9469005733-p/T9469005733-p.jpg?ts=1752236956845
B_7497608c91bd,I_b6e675975848,https://static.zara.net/assets/public/3074/3fb0/d7b6421a9312/0bdfa0f66b8f/12304610035-e1/12304610035-e1.jpg?ts=1759141857948,SANDAL,https://static.zara.net/assets/public/c212/bf9e/cf184c23bc32/f7a9255e3a06/08366846400-p/08366846400-p.jpg?ts=1753438554463
B_98db87b4f80f,I_7aea03dc2c84,https://static.zara.net/assets/public/eb1f/bffd/74a34bdcb0a9/890d86eb3921/00653703756-e1/00653703756-e1.jpg?ts=1760352626952,HAT,https://static.zara.net/assets/public/649e/9aa0/4a0e44c9bf13/ba2ed36d6008/T9709091564-p/T9709091564-p.jpg?ts=1760456062187
B_0b2882b47209,I_f8ce88ffb69c,https://static.zara.net/assets/public/f74b/e474/1b5c4cadb3d0/d384ce5cc282/05854903737-e1/05854903737-e1.jpg?ts=1764150314226,TROUSERS,https://static.zara.net/assets/public/b970/c445/4fd04d5e843a/323d300f3a28/T9268091538-p/T9268091538-p.jpg?ts=1764676225403
B_dee5b58f1ddb,I_523c30eaa03a,https://static.zara.net/assets/public/5556/4481/9edd417cb22a/887b87d95993/03046073401-e1/03046073401-e1.jpg?ts=1766479340278,WIND-JACKET,https://static.zara.net/assets/public/5394/dc4e/0c2b41eaa7cd/c7c4bfbbdd6e/03046073401-p/03046073401-p.jpg?ts=1766394733404
B_040eb781835a,I_ccb4fe2d47e3,https://static.zara.net/assets/public/f95a/8b7d/95b3455f98b0/c74afe0596ee/01213704407-e1/01213704407-e1.jpg?ts=1752230941978,TROUSERS,https://static.zara.net/assets/public/36ad/daf8/99c842908378/a2c106bddfdb/06224790330-p/06224790330-p.jpg?ts=1760673286466
B_6467fb84e676,I_3e31e9fafeee,https://static.zara.net/assets/public/8d16/1867/1c5342b48c79/0e3d14bb9956/01500508613-e1/01500508613-e1.jpg?ts=1745322440955,BRA,https://static.zara.net/assets/public/2553/5c52/a08d4af7a185/84a33eaf3ace/01500509613-p/01500509613-p.jpg?ts=1757581028979
B_9bc98dab59f3,I_f69c505da0d7,https://static.zara.net/assets/public/ea1c/712d/3e344d178a52/74c186319eea/05536642055-e1/05536642055-e1.jpg?ts=1761054004652,BABY SWEATER,https://static.zara.net/assets/public/e504/c0e0/dd924d39bea4/e02bc42fdc8a/03183509700400-a1/03183509700400-a1.jpg?ts=1760947612884
B_2a3e474e645e,I_539be8cd9cbf,https://static.zara.net/assets/public/d4e0/bbce/417e4b84b96c/3578279af09f/04651350800-e1/04651350800-e1.jpg?ts=1753719376081,BLAZER,https://static.zara.net/assets/public/9821/f619/5cc64ba99258/6960324c4552/04651350800-p/04651350800-p.jpg?ts=1753719468148
B_dcb52b3354b9,I_2976b874fb51,https://static.zara.net/assets/public/771d/8b19/2a6d41b49792/681484988229/00339711753-e1/00339711753-e1.jpg?ts=1758548150306,SKIRT,https://static.zara.net/assets/public/6aed/32b5/e9cc4e99b948/877d3b8af33f/T9325429154-p/T9325429154-p.jpg?ts=1758817055764
B_8501b000a8b8,I_a5fe29ce2045,https://static.zara.net/assets/public/6d45/57ac/20cc43c2b399/60fc80b0ce05/05919564613-e1/05919564613-e1.jpg?ts=1753978007261,PANTY/UNDERPANT,https://static.zara.net/assets/public/8036/3c71/a8944b788917/dbaa1c703e97/05919563613-p/05919563613-p.jpg?ts=1762853584817
B_6b164067f152,I_42e52a36ca24,https://static.zara.net/assets/public/9b49/97fa/b4b248009c46/152b6385ccfc/05584390250-e1/05584390250-e1.jpg?ts=1756720751402,T-SHIRT,https://static.zara.net/assets/public/04af/75f3/0e6d43e6ae84/d662b17d0d8e/T9652409002-p/T9652409002-p.jpg?ts=1759338283469
B_d26f00c3b2a1,I_a6037e854ff2,https://static.zara.net/assets/public/fbdd/517b/2b5242448582/0fad446fc961/04442357555-e1/04442357555-e1.jpg?ts=1758548914850,PANTY/UNDERPANT,https://static.zara.net/assets/public/8190/ddff/7ad6489599c9/34d3e5b732e5/T9252546732-p/T9252546732-p.jpg?ts=1758806940314
B_7369afcb9851,I_9e9e5bdf8369,https://static.zara.net/assets/public/0656/6ce7/d34147b08d74/ee92b805a8da/12056620700-e1/12056620700-e1.jpg?ts=1760356428433,ANKLE BOOT,https://static.zara.net/assets/public/3e7d/7a0c/89de44e98b58/90c49c214e64/T9762424081-p/T9762424081-p.jpg?ts=1760424368859
